Items_size, 5,10,20,30,40,50,100,200,500,1000,
Population, 15,30,90,135,120,375,900,2100,6000,15000,
25,165,548,711,1511,1545,
50,165,527,711,1511,1543,
75,165,548,711,1511,1541,
100,165,548,711,1509,1545,
125,165,548,711,1511,1545,
150,165,506,688,1509,1545,
175,165,548,711,1511,1545,
200,165,548,711,1509,1543,
225,165,527,711,1511,1545,
250,165,548,711,1511,1545,
275,165,548,711,1509,1545,
