Items_size, 50,100,200,500,1000,
Population, 375,900,2100,6000,15000,
25,2066,3888,5624,10147,30287,
50,2066,4043,6554,12020,34389,
75,2066,4056,6874,13584,36679,
100,2066,4050,7052,14585,38706,
125,2060,4039,7059,15176,39457,
150,2066,4053,7130,15392,40092,
175,2066,4050,7066,15820,40563,
200,2066,4048,7119,15904,40841,
225,2051,4051,7090,16012,40991,
250,2066,4051,7083,16078,41134,
275,2066,4048,7120,16192,41182,
